id,mass,year,lat,long
48328,0.76,2006,-72.979167,75.266944
50424,0.5,2006,-72.78361,75.298330000000007
48329,0.67,2006,-72.783611,75.298333
48330,162.84,2006,-72.779722,75.316111
50425,29.98,2006,-72.77972,75.31611
46979,23.19,2006,-72.77972,75.31611
48331,7.14,2006,-72.779722,75.316111
50426,6.83,2006,-72.77972,75.31611
50427,6.47,2006,-72.77917,75.30722
48332,12.05,2006,-72.994444,75.264444
50428,3.25,2006,-72.77806,75.30528
48333,2.49,2006,-72.779722,75.304722
46484,1.92,2006,-72.78639,75.29333
48334,0.7,2006,-72.786389,75.296667
48335,0.75,2006,-72.786389,75.296667
48336,0.7,2006,-72.785,75.294722
50429,0.51,2006,-72.785,75.29472
48337,2.88,2006,-72.994444,75.263611
48338,1.55,2006,-72.780833,75.303611
50430,1.41,2006,-72.78083,75.30361
50432,1.38,2006,-72.78083,75.30361
48339,1.83,2006,-72.778611,75.3025
48340,1.3,2006,-72.978056,75.263056
48341,0.83,2006,-72.778333,75.3025
48342,0.82,2006,-72.778333,75.3025
48343,0.76,2006,-72.778333,75.3025
48344,0.74,2006,-72.783056,75.297222
48345,0.75,2006,-72.9775,75.267222
48346,0.67,2006,-72.783056,75.297222
50433,0.51,2006,-72.78311,75.2972
48347,0.67,2006,-72.783611,75.299444
48348,0.67,2006,-72.978611,75.259167
48349,0.75,2006,-72.785278,75.299722
50434,4.96,2006,-72.78028,75.31556
50435,2.13,2006,-72.78028,75.31556
50436,296,2006,-72.78333,75.30583
46980,221,2006,-72.78306,75.30583
50437,5.14,2006,-72.77861,75.31833
48350,2.87,2006,-72.778611,75.315278
48351,28.6,2006,-72.779444,75.311667
50438,1.57,2006,-72.77944,75.31167
48352,2.85,2006,-72.779167,75.313056
50439,21.19,2006,-72.77833,75.3225
48353,3.27,2006,-72.978333,75.259444
50440,1.57,2006,-72.78028,75.30861
50441,2.21,2006,-72.78306,75.30583
46981,12.02,2006,-72.77889,75.31361
50442,16.45,2006,-72.77917,75.31389
50443,4.04,2006,-72.77912,75.3138
48354,2.86,2006,-72.779167,75.313333
50444,4.9,2006,-72.78056,75.30611
48355,9.14,2006,-72.782222,75.306667
46982,2.59,2006,-72.7825,75.29889
48356,0.67,2006,-72.984444,75.225
48357,5.06,2006,-72.78,75.318056
46983,3.5,2006,-72.78472,75.28917
50445,3.96,2006,-72.78472,75.28917
50446,2.2,2006,-72.78482,75.2891
48358,1.82,2006,-72.784722,75.289167
48359,2.25,2006,-72.784722,75.289167
50447,1.8,2006,-72.78472,75.28917
48360,1.19,2006,-72.789167,75.272222
50448,1.16,2006,-72.78917,75.27222
46984,3.94,2006,-72.78333,75.29528
48361,2.19,2006,-72.945833,75.266667
48362,1.55,2006,-72.783333,75.295278
48363,1.2,2006,-72.783333,75.295278
50449,1.18,2006,-72.78333,75.29528
50450,0.51,2006,-72.78538,75.2844
50451,393,2006,-72.77861,75.31667
50452,395,2006,-72.78,75.31694
50453,77.84,2006,-72.77722,75.31528
50454,77.83,2006,-72.77833,75.31556
46985,62.4,2006,-72.7775,75.31472
50455,43.12,2006,-72.77806,75.31472
50456,48.24,2006,-72.77722,75.31417
48364,22,2006,-72.941667,75.291944
50457,18.76,2006,-72.77778,75.31389
50458,15.42,2006,-72.78139,75.31444
50459,15.29,2006,-72.77944,75.31389
50460,67.46,2006,-72.77528,75.33861
50461,66.47,2006,-72.77528,75.33861
50462,50.61,2006,-72.77528,75.33861
48365,31.44,2006,-72.775278,75.338611
46986,0.77,2006,-72.82528,75.35361
46987,1.64,2006,-72.82528,75.35361
46485,5.58,2006,-72.82528,75.35361
48366,2.44,2006,-72.825278,75.353611
50463,1.41,2006,-72.82528,75.35361
48367,1.46,2006,-72.825278,75.353611
48368,0.77,2006,-72.825278,75.353611
50464,3.35,2006,-72.82528,75.35361
50465,1.56,2006,-72.77528,75.35361
48369,2.62,2006,-72.964722,75.216389
48370,1.77,2006,-72.825278,75.353611
48371,1.6,2006,-72.825278,75.353611
50466,2.95,2006,-72.82528,75.35361
50467,1.58,2006,-72.82528,75.35361
48372,1.3,2006,-72.778056,75.337222
48373,0.83,2006,-72.825278,75.353611
48374,0.75,2006,-72.825278,75.353611
50468,0.51,2006,-72.82528,75.35361
50469,8.35,2006,-72.77528,75.35361
46486,4.36,2006,-72.82528,75.35361
48375,0.95,2006,-72.825278,75.353611
48376,1.83,2006,-72.825278,75.353611
46487,7.79,2006,-72.82528,75.35361
50470,5.16,2006,-72.82528,75.35361
50471,2.51,2006,-72.82528,75.35361
50472,2.58,2006,-72.82528,75.35361
48377,1.56,2006,-72.778056,75.334722
48378,5.27,2006,-72.825278,75.353611
48379,5.07,2006,-72.825278,75.353611
50473,2.8,2006,-72.82528,75.3536
46488,474,2006,-72.77833,75.31972
50474,359,2006,-72.77917,75.31667
46489,53.51,2006,-72.77917,75.31667
48380,28.12,2006,-72.777778,75.332222
50475,19.02,2006,-72.77861,75.3178
50476,15.48,2006,-72.77917,75.31667
48381,20.32,2006,-72.779167,75.316389
48382,1.19,2006,-72.779167,75.316667
48383,1.46,2006,-72.783889,75.308889
48384,0.94,2006,-72.780556,75.313611
48385,2.86,2006,-72.777778,75.3325
50477,2.56,2006,-72.77833,75.29972
48386,0.74,2006,-72.780278,75.286667
48387,1.4,2006,-72.781389,75.297222
48388,0.76,2006,-72.777222,75.337778
48389,699,2006,-72.782778,75.298333
50478,162.08,2006,-72.77944,75.30889
48390,75.56,2006,-72.7775,75.305556
50479,71.26,2006,-72.78194,75.29889
48391,50.8,2006,-72.777778,75.306111
48392,45.73,2006,-72.779444,75.308611
48393,31.33,2006,-72.777222,75.338889
50480,18.75,2006,-72.77778,75.30528
50481,8.38,2006,-72.78111,75.29944
50482,3.27,2006,-72.78667,75.29167
50483,1.78,2006,-72.78667,75.29167
50484,1.27,2006,-72.78667,75.29167
46490,35.53,2006,-72.77917,75.31333
50485,18.56,2006,-72.77917,75.31333
50486,18.57,2006,-72.77778,75.31028
48394,5.11,2006,-72.778056,75.310278
50487,3.95,2006,-72.78278,75.29667
48395,0.94,2006,-72.782778,75.296667
50488,3.36,2006,-72.77833,75.31
50489,1.54,2006,-72.77833,75.31
50490,1.28,2006,-72.77833,75.31
48396,1.2,2006,-72.777222,75.340833
48397,1.2,2006,-72.778333,75.31
50491,1.31,2006,-72.77778,75.30889
46491,1.68,2006,-72.77194,75.3325
50492,1.54,2006,-72.79083,75.28028
50493,2.21,2006,-72.78972,75.28028
46492,4.83,2006,-72.79,75.28333
48398,2.24,2006,-72.79,75.283333
46493,4.76,2006,-72.78722,75.29306
46494,3.01,2006,-72.79306,75.27889
50494,2.53,2006,-72.77639,75.27889
48399,1.2,2006,-72.793056000000007,75.278889
48400,0.74,2006,-72.793056000000007,75.278889
48401,0.82,2006,-72.773333,75.348333
48402,0.67,2006,-72.782778,75.289722
50495,0.51,2006,-72.78278,75.28972
48403,53.58,2006,-72.779167,75.315556
50496,50.23,2006,-72.77917,75.31556
50497,29.27,2006,-72.77917,75.31556
48404,28.1,2006,-72.773611,75.319722
48405,22.71,2006,-72.779167,75.315556
50498,18.69,2006,-72.77917,75.31556
48406,20.28,2006,-72.779167,75.315556
48407,12.67,2006,-72.779167,75.315556
48408,5.01,2006,-72.779167,75.315556
48409,8.68,2006,-72.789722,75.290278
48410,2.62,2006,-72.779167,75.315556
50499,1.19,2006,-72.78944,75.27833
50500,6.88,2006,-72.77778,75.32639
50501,1.38,2006,-72.78083,75.30639
48411,0.7,2006,-72.780833,75.306667
50502,12.28,2006,-72.78111,75.30833
50503,3.26,2006,-72.76944,75.3375
46495,2.5,2006,-72.76944,75.3375
50504,26.96,2006,-72.77472,75.34
50505,8.25,2006,-72.77472,75.34
46496,2.29,2006,-72.77472,75.34
48412,1.33,2006,-72.774722,75.34
46988,3.12,2006,-72.77472,75.34
46989,3.38,2006,-72.77472,75.34
48413,0.94,2006,-72.7825,75.300278
48414,0.95,2006,-72.774722,75.34
48415,0.77,2006,-72.774722,75.34
48416,0.75,2006,-72.774722,75.34
50506,0.51,2006,-72.77472,75.34
50507,0.5,2006,-72.77472,75.34
48417,3.01,2006,-72.774722,75.34
50508,1.43,2006,-72.77472,75.34
50509,1.27,2006,-72.77472,75.34
46990,2.92,2006,-72.77472,75.34
48418,1.41,2006,-72.774722,75.34
48419,1.4,2006,-72.774722,75.34
48420,0.7,2006,-72.7825,75.300278
48421,1.77,2006,-72.774722,75.34
48422,2.18,2006,-72.774722,75.34
50510,1.54,2006,-72.77472,75.34
50511,1.32,2006,-72.77472,75.34
50513,5.16,2006,-72.77472,75.34
50514,3.22,2006,-72.77472,75.34
50515,1.58,2006,-72.77472,75.34
48423,0.82,2006,-72.7825,75.300556
48425,0.82,2006,-72.7825,75.301667
50517,160.87,2006,-72.77722,75.32833
46991,137.48,2006,-72.77722,75.32833
50518,29.59,2006,-72.77944,75.31333
50519,26.85,2006,-72.77933,75.3134
48426,0.67,2006,-72.779444,75.313333
50520,1.76,2006,-72.77944,75.29861
50521,1.32,2006,-72.77944,75.29861
50522,1.38,2006,-72.77944,75.29861
50523,2.42,2006,-72.77944,75.29861
48427,0.83,2006,-72.779444,75.298611
50524,0.51,2006,-72.77944,75.29861
50525,3.36,2006,-72.79361,75.28472
50526,1.31,2006,-72.79357,75.2846
48428,0.83,2006,-72.782222,75.302222
48429,0.75,2006,-72.793611,75.284722
50527,1.57,2006,-72.79139,75.28083
48430,0.83,2006,-72.791389,75.280833
50528,2.22,2006,-72.79056,75.27972
48431,0.67,2006,-72.790556,75.279722
48432,12.67,2006,-72.791389,75.281667
50529,2.55,2006,-72.78778,75.27028
50530,2.51,2006,-72.78778,75.27028
48433,2.47,2006,-72.781944,75.3025
50531,1.44,2006,-72.78778,75.27028
50532,1.81,2006,-72.78778,75.27028
48434,0.76,2006,-72.787778,75.270278
48435,456,2006,-72.781111,75.305833
48436,254,2006,-72.781944,75.301944
50534,336,2006,-72.77889,75.31889
48437,240,2006,-72.7675,75.318056
48438,11.94,2006,-72.778889,75.316667
50535,8.8,2006,-72.77889,75.31667
48439,1.77,2006,-72.778889,75.316667
48440,0.82,2006,-72.778889,75.316667
50536,49.59,2006,-72.77944,75.31861
50537,45.08,2006,-72.77861,75.31861
48441,46.85,2006,-72.781944,75.301944
48442,53.24,2006,-72.778611,75.318611
50538,2.43,2006,-72.78111,75.30583
48443,31.81,2006,-72.778889,75.315556
50539,19.18,2006,-72.77889,75.3156
50540,395,2006,-72.78194,75.29806
48444,225,2006,-72.782222,75.301111
50541,80.25,2006,-72.77917,75.30917
50542,78.43,2006,-72.78111,75.29861
50543,49.8,2006,-72.78,75.2992
50544,3.4,2006,-72.77806,75.30583
50545,21.64,2006,-72.77972,75.30833
50546,16.56,2006,-72.77833,75.30639
50547,8.92,2006,-72.77917,75.30806
50548,18.81,2006,-72.77833,75.305
50549,9.09,2006,-72.78139,75.3
50550,26.75,2006,-72.78167,75.3
48445,12.63,2006,-72.781667,75.3
50551,12.38,2006,-72.78167,75.3
48446,8.45,2006,-72.782222,75.308611
50552,9.1,2006,-72.78222,75.3086
50553,3.85,2006,-72.78083,75.30111
50554,1.79,2006,-72.78083,75.30111
50555,8.79,2006,-72.7825,75.30028
50556,4.92,2006,-72.7825,75.30028
50557,2.8,2006,-72.7825,75.3003
50558,3.27,2006,-72.7825,75.30028
48447,1.4,2006,-72.7825,75.300278
48448,0.77,2006,-72.7825,75.300278
48449,8.39,2006,-72.779167,75.310556
50559,3.22,2006,-72.77972,75.3075
50560,3.27,2006,-72.77972,75.3075
50561,1.53,2006,-72.77972,75.3075
50562,1.75,2006,-72.77972,75.3075
48450,5.01,2006,-72.780556,75.3075
48451,2.96,2006,-72.780556,75.3075
48452,2.61,2006,-72.779167,75.310556
50563,1.8,2006,-72.78194,75.30056
50564,2.43,2006,-72.78194,75.30056
48453,1.45,2006,-72.781944,75.300556
50565,1.27,2006,-72.78194,75.30056
48454,0.7,2006,-72.781944,75.300556
48455,0.77,2006,-72.781944,75.300556
50566,80.38,2006,-72.82528,75.35194
48457,20.23,2006,-72.779167,75.310556
48458,12.91,2006,-72.783889,75.269444
50567,6.46,2006,-72.78389,75.26944
48459,2.86,2006,-72.783889,75.269444
46992,5.44,2006,-72.78583,75.27472
50568,4.91,2006,-72.78333,75.26944
50569,2.79,2006,-72.785,75.29694
48460,1.59,2006,-72.779167,75.310556
50570,2.15,2006,-72.785,75.29694
46993,6.87,2006,-72.78944,75.27833
48461,12.02,2006,-72.783056,75.276667
46994,1.51,2006,-72.78639,75.28917
48462,0.67,2006,-72.786667,75.286389
46995,18.63,2006,-72.84528,75.21778
48463,2.98,2006,-72.786389,75.293611
50571,2812,2006,-72.82556,75.35139
48464,1730,2006,-72.825556,75.357778
50572,2.42,2006,-72.82556,75.35278
48465,12.08,2006,-72.778889,75.313611
46996,11.78,2006,-72.78667,75.28333
50573,2.21,2006,-72.82528,75.3556
50574,27.88,2006,-72.825,75.35611
50575,8.95,2006,-72.82556,75.35
48466,2.59,2006,-72.788611,75.283056
50576,11.48,2006,-72.78639,75.28361
50577,1.39,2006,-72.825,75.35417
48467,1.34,2006,-72.825,75.354167
48468,0.82,2006,-72.778889,75.313611
50578,197.06,2006,-72.78028,75.27417
50579,50.41,2006,-72.78028,75.27583
48469,54.15,2006,-72.779722,75.275833
50580,2.92,2006,-72.77972,75.26944
48470,20.21,2006,-72.778056,75.272778
46497,2.51,2006,-72.77833,75.27333
48471,1.86,2006,-72.778333,75.273333
46498,5.84,2006,-72.78111,75.27139
50581,1.59,2006,-72.78111,75.31194
48472,1.4,2006,-72.781389,75.271389
48473,1.56,2006,-72.778889,75.313611
48474,0.76,2006,-72.781389,75.271389
48475,0.77,2006,-72.781389,75.271389
48476,0.76,2006,-72.778889,75.313611
46499,1.1,2006,-72.78528,75.26861
46500,1.88,2006,-72.785,75.27139
46501,2.13,2006,-72.785,75.27139
50582,1.53,2006,-72.785,75.27139
48477,1.41,2006,-72.785,75.271389
48478,0.96,2006,-72.785,75.271389
48479,0.76,2006,-72.785,75.271389
50583,0.51,2006,-72.785,75.27139
50584,1.28,2006,-72.78194,75.27056
50585,6.87,2006,-72.77944,75.27
50586,6.45,2006,-72.77944,75.27
50587,6.49,2006,-72.77932,75.2701
50588,2.16,2006,-72.77944,75.27
48480,1.41,2006,-72.783889,75.2725
48481,1.29,2006,-72.778889,75.313611
50589,1.28,2006,-72.78389,75.2725
50590,1.19,2006,-72.78389,75.2725
48482,0.83,2006,-72.783889,75.2725
48483,0.76,2006,-72.786389,75.276389
48485,2.46,2006,-72.786944,75.273611
48486,7.08,2006,-72.771667,75.325278
48487,5.07,2006,-72.7675,75.418611
48488,2.19,2006,-72.779444,75.285833
46502,1.27,2006,-72.7775,75.28389
50591,1.74,2006,-72.77758,75.284
48490,1.46,2006,-72.784444,75.280278
50592,2.16,2006,-72.78444,75.28028
50593,2.96,2006,-72.78444,75.28028
50594,2.8,2006,-72.78444,75.28028
50595,2.5,2006,-72.78431,75.2802
50596,1.76,2006,-72.78444,75.28028
48491,1.6,2006,-72.784444,75.280278
48492,0.96,2006,-72.773056,75.339167
50597,1.53,2006,-72.78444,75.28028
50598,1.27,2006,-72.78444,75.28028
50599,1.44,2006,-72.79444,75.28028
48493,0.94,2006,-72.790278,75.273056
50600,0.51,2006,-72.79028,75.27306
50601,3.93,2006,-72.77917,75.28528
46503,1.49,2006,-72.78722,75.27444
50602,1.19,2006,-72.78728,75.2744
48494,0.96,2006,-72.787222,75.274444
48495,0.77,2006,-72.787222,75.274444
46504,0.83,2006,-72.785,75.28333
46505,0.84,2006,-72.785,75.28333
48496,1.61,2006,-72.785,75.283333
50603,1.31,2006,-72.78505,75.2835
48497,0.94,2006,-72.773056,75.339167
50604,0.51,2006,-72.785,75.28333
50605,0.52,2006,-72.785,75.28333
48498,1.47,2006,-72.7875,75.270278
50606,1.18,2006,-72.7875,75.27028
48499,1.47,2006,-72.786667,75.278889
50607,0.52,2006,-72.78667,75.27889
48500,1.29,2006,-72.773056,75.339167
50608,1.18,2006,-72.79278,75.27472
48501,0.84,2006,-72.792778,75.274722
48502,0.77,2006,-72.792778,75.274722
50609,0.51,2006,-72.79278,75.27472
48503,1.2,2006,-72.779722,75.295278
50610,2.51,2006,-72.7825,75.31139
48504,2.45,2006,-72.784722,75.296944
48505,0.83,2006,-72.773056,75.339167
50611,1.76,2006,-72.78278,75.29583
48506,0.95,2006,-72.782222,75.295833
50612,1.59,2006,-72.78139,75.29778
48507,1.47,2006,-72.780833,75.296667
48508,1.33,2006,-72.773056,75.339167
48509,0.84,2006,-72.779167,75.3025
50613,0.51,2006,-72.78194,75.28111
50614,15.55,2006,-72.77917,75.32278
50615,4.96,2006,-72.78,75.27944
50616,2.53,2006,-72.78,75.27944
48510,1.17,2006,-72.78,75.279444
50617,1.54,2006,-72.77611,75.3342
48511,5.27,2006,-72.776111,75.334167
48512,1.83,2006,-72.776111,75.334167
48513,1.45,2006,-72.773056,75.339167
48514,425,2006,-72.779722,75.298056
50618,155.7,2006,-72.78194,75.29667
50619,65.49,2006,-72.78056,75.29944
48515,12.81,2006,-72.780556,75.299444
50620,3.95,2006,-72.78056,75.29944
48516,76.41,2006,-72.773056,75.339444
48517,1.84,2006,-72.78,75.297778
50621,3.82,2006,-72.77528,75.33306
50622,2.82,2006,-72.77639,75.33278
48518,2.84,2006,-72.775,75.335833
50623,2.92,2006,-72.77556,75.33111
50624,2.2,2006,-72.77583,75.33167
48519,0.77,2006,-72.776111,75.334722
50625,0.51,2006,-72.77667,75.33056
50626,15.43,2006,-72.77806,75.29056
48520,0.78,2006,-72.782222,75.296944
50627,3.36,2006,-72.91583,75.10083
46506,13.34,2006,-72.91417,75.1075
50628,1.74,2006,-72.91825,75.087
48521,3.01,2006,-72.773333,75.328611
46507,222,2006,-72.91611,75.10028
50629,197.71,2006,-72.91611,75.10028
46997,60.88,2006,-72.91611,75.10028
46998,50.74,2006,-72.91611,75.10028
50630,11.48,2006,-72.91611,75.10028
50631,8.23,2006,-72.91611,75.1003
46999,6.32,2006,-72.91611,75.10028
50632,4.14,2006,-72.91611,75.10028
50633,3.39,2006,-72.91611,75.1003
48522,1.78,2006,-72.916111,75.100278
47000,3.42,2006,-72.91611,75.10028
50634,3.33,2006,-72.91611,75.10028
50635,1.19,2006,-72.91611,75.1003
50636,1.53,2006,-72.91611,75.10028
47001,873,2006,-72.94056,75.1575
50637,1.31,2006,-72.99889,75.18722
48523,1.2,2006,-72.998889,75.187222
50639,0.51,2006,-72.99889,75.18722
50640,0.52,2006,-72.99889,75.18722
50643,0.52,2006,-72.99889,75.1872
50644,2.78,2006,-72.99889,75.18722
48524,5.2,2006,-72.773333,75.328611
48525,5.19,2006,-72.998889,75.187222
50645,2.14,2006,-72.99889,75.18722
48526,1.33,2006,-72.998889,75.187222
50646,2.9,2006,-72.99889,75.18722
50648,1.28,2006,-72.99889,75.18722
48527,1.55,2006,-72.773333,75.328611
48528,2.59,2006,-72.998889,75.187222
48529,1.41,2006,-72.773333,75.328611
50649,2.92,2006,-72.99889,75.18722
50650,1.39,2006,-72.99889,75.18722
48530,1.4,2006,-72.998889,75.187222
50651,1.53,2006,-72.99889,75.18722
48531,1.55,2006,-72.998889,75.187222
48532,1.45,2006,-72.773889,75.326944
50652,1.81,2006,-72.99889,75.1872
48533,2.6,2006,-72.773889,75.326944
48534,2.19,2006,-72.998889,75.187222
50653,2.2,2006,-72.99889,75.18722
50654,3.95,2006,-72.99889,75.18722
47002,3.45,2006,-72.99889,75.18722
50658,0.84,2006,-72.99889,75.18722
47003,0.72,2006,-72.99889,75.18722
50659,1.58,2006,-72.99889,75.18722
48535,1.31,2006,-72.998889,75.187222
50662,0.26,2006,-72.99889,75.1872
50665,0.23,2006,-72.99889,75.18722
47004,0.4,2006,-72.99889,75.18722
47005,0.24,2006,-72.99889,75.18722
50666,0.17,2006,-72.99889,75.18722
50667,0.51,2006,-72.99889,75.1872
50668,0.35,2006,-72.99889,75.18722
50669,0.25,2006,-72.99889,75.1872
47006,1.38,2006,-72.99889,75.18722
44888,396.4,2006,-72.99333,75.21833
57355,221.5,2009,-72.79642,74.69339
57356,30.8,2010,-72.91661,75.10519
57357,698.93,2010,-72.77922,75.31547
57358,365.85,2010,-72.77922,75.31547
57359,141.85,2010,-72.77922,75.31547
57360,266.37,2010,-72.77922,75.31547
57361,156.38,2010,-72.77894,75.31608
57362,622.9,2010,-72.77781,75.31547
57363,235.73,2010,-72.77717,75.31267
57364,354.65,2010,-72.77747,75.31275
57365,106.16,2010,-72.77628,75.31356
57366,234.76,2010,-72.77769,75.31247
57367,562,2010,-72.77772,75.31269
57368,259.2,2010,-72.77825,75.31536
57369,88.08,2010,-72.77794,75.31386
57370,92.99,2010,-72.77847,75.31425
57371,14.73,2010,-72.91086,75.10242
57372,12.3,2010,-72.91147,75.10686
57373,67.19,2010,-72.9345,75.31703
57374,13.3,2010,-72.9345,75.31703
57375,28.25,2010,-72.82531,75.35544
57376,85.32,2010,-72.82531,75.35544
57377,485.7,2010,-72.82531,75.35544
57378,83.13,2010,-72.82531,75.35544
57379,11.58,2010,-72.82531,75.35544
57380,85.9,2010,-72.77886,75.31447
57381,129.33,2010,-72.77886,75.31447
57382,66.27,2010,-72.77886,75.31447
57383,227.61,2010,-72.77886,75.31447
57384,312.39,2010,-72.77886,75.31447
57385,165.73,2010,-72.77886,75.31447
57386,28.25,2010,-72.89144,74.9485
57387,16.19,2010,-72.89144,74.9485
57388,13.87,2010,-72.89144,74.9485
57389,24.65,2010,-72.89144,74.9485
57390,14.87,2010,-72.89144,74.9485
57391,25.15,2010,-72.89144,74.9485
57392,14.65,2010,-72.89144,74.9485
57393,453.7,2010,-72.77886,75.31447
57394,192.7,2010,-72.77886,75.31447
57395,171.2,2010,-72.77886,75.31447
57396,65.44,2010,-72.77886,75.31447
57397,21.62,2010,-72.77836,75.31969
57398,193.24,2010,-72.77886,75.31447
57399,47.96,2010,-72.77836,75.31969
57400,52.18,2010,-72.77886,75.31447
57401,58.02,2010,-72.77886,75.31447
57402,210.41,2010,-72.77886,75.31447
57403,83.52,2010,-72.77886,75.31447
57404,37.04,2010,-72.77836,75.31969
57405,57.51,2010,-72.77886,75.31447
57406,369.1,2010,-72.98489,75.24867
57407,278.74,2010,-72.98489,75.24867
57408,269.19,2010,-72.98489,75.24867
57409,253.75,2010,-72.98489,75.24867
57410,40.7,2010,-72.98489,75.24867
57411,125.41,2010,-72.97889,75.25967
57412,120.47,2010,-72.98489,75.24867
11394,13.5,1999,-72.97111,75.29472
11395,76.4,1999,-72.82111,75.42639
11396,282.2,1999,-72.82111,75.42167
11397,154.8,1999,-72.83472,75.42111
11398,428.9,2000,-73.08333,75.2
11399,17.5,2000,-73.08333,75.2
11400,7.86,2000,-73.08333,75.2
11401,2.91,2000,-73.08333,75.2
11402,19.66,2000,-73.08333,75.2
11403,2.55,2000,-73.08333,75.2
11404,2.11,2000,-73.08333,75.2
11405,1.94,2000,-73.08333,75.2
11406,20.91,2000,-73.08333,75.2
11407,0.93,2000,-73.08333,75.2
11408,1.39,2000,-73.08333,75.2
11409,5.36,2000,-73.08333,75.2
11410,3.13,2000,-73.08333,75.2
11411,6.15,2000,-73.08333,75.2
11412,2.85,2000,-73.08333,75.2
11413,38.8,2000,-73.08333,75.2
11414,5.51,2000,-73.08333,75.2
11415,0.23,2000,-73.08333,75.2
11416,4.55,2000,-73.08333,75.2
11417,0.25,2000,-73.08333,75.2
11418,1.7,2000,-73.08333,75.2
11419,1.05,2000,-73.08333,75.2
11420,3.08,2000,-73.08333,75.2
11421,0.85,2000,-73.08333,75.2
11422,4.17,2000,-73.08333,75.2
11423,11.29,2000,-73.08333,75.2
11424,9.97,2000,-73.08333,75.2
11425,3.56,2000,-73.08333,75.2
11427,130,1998,24.16667,-102
11428,13100,1934,36.33333,-101.4
11430,20.5,1950,29.5,-98
11431,58630,1971,26.1,-106.96667
11433,13100,2000,-25.1,-69.53333
11434,190000,1932,32.4,111.7
11441,309000,1907,38.76667,-105.51667
11444,1100,1822,35.56667,-79.83333
11445,34500,1969,33.96667,-87.91667
11451,22700,1909,34,-111
11452,112500,1937,-33.3,117.66667
11453,6800,1982,37.28333,-113.78333
11454,19.7,1968,-31,125.93333
11455,46,1976,-30.46667,126.18333
11456,2.81,1994,-30.49967,126.22183
11457,47.35,1994,-30.46717,126.34367
11458,40.37,1994,-30.47483,126.35883
11459,16.01,1994,-30.47483,126.35883
11460,3.26,1994,-30.48033,126.347
11461,6.13,1994,-30.48083,126.34633
11462,0.4,1994,-30.48083,126.34633
11463,1.3,1994,-30.46667,126.33333
50994,33,1993,-30.9685,126.252
11470,30000,1999,42.96667,-80.15
11471,503000,1951,-31.38333,125.63333
11473,16500,1856,52.28333,8.91667
11474,596,1958,19.91667,56.25
11475,890.6,1958,19.91667,56.25
11476,1132,1958,19.91667,56.25
11477,610,1936,34.05,-101.75
11478,695,1936,34.05,-101.75
11481,895,1999,26.25,13.01667
11482,538,1999,26.25,13.01667
36590,17600,2005,54.24028,-1.19889
11483,68000,1966,-28.48333,148.25
11484,2700,1965,31.59333,-98.25
11486,19418,1990,29,12.23333
11487,375,1990,28.98333,12.15
11488,2376,1990,28.98333,12.18333
11489,296,1990,28.95,12.46667
11490,891,1990,28.88333,12.48333
11491,458,1990,28.9,12.58333
11492,585,1990,28.75,12.68333
11493,569,1990,28.46667,12.81667
11494,121,1990,28.65,12.7
11495,2079,1990,28.65,12.63333
11496,300,1990,28.61667,12.53333
11497,478,1990,28.63333,12.63333
11498,424,1990,28.71667,12.63333
11499,94,1990,28.83333,12.51667
11500,339,1990,29.03333,12.41667
11501,815,1990,29.05,12.48333
11502,13431,1990,29.06667,12.68333
11503,221,1990,28.96667,12.7
11504,127,1990,28.96667,12.61667
11505,226,1990,28.93333,12.33333
11506,46,1990,28.88333,12.41667
11507,78,1990,28.91667,12.76667
11508,43,1990,28.91667,12.91667
11509,166,1990,28.85,12.85
11510,44,1990,28.81667,12.96667
11511,143,1990,28.81667,12.73333
11512,268,1990,28.8,12.71667
11513,21,1990,28.76667,12.83333
11514,233,1990,28.78333,13.03333
11515,129,1990,28.78333,13.21667
11516,759,1990,28.85,13.06667
11517,111,1990,28.86667,12.65
11518,213,1990,28.81667,12.55
11519,184,1990,28.83333,12.3
11520,575,1990,29.06667,12.6
11521,233,1990,29.08333,12.76667
11522,56,1990,29.11667,12.35
11523,4411,1990,29.1,11.83333
11524,46,1990,29.16667,12.08333
11525,300,1994,29.2705,11.67017
11526,67,1994,29.07367,11.8765
11527,989,1994,29.25067,11.25167
11528,537,1994,29.36167,11.24583
11529,643,1994,28.61667,12.94533
11530,29,1994,28.68233,13.07083
11531,1002,1994,28.49033,13.3055
11532,395,1994,28.533,13.14517
11533,177,1994,28.79883,12.95933
11534,12000,1994,28.8435,12.99683
11535,2765,1994,28.91367,13.0865
11536,680,1994,28.8685,13.303
11537,590,1994,28.988,13.06133
11538,511,1994,28.98983,13.05983
11539,1080,1994,28.673,13.16467
11540,505,1994,28.94,13.0665
11541,706,1994,28.94083,13.0665
11542,143,1994,28.9455,13.0695
11543,648,1994,28.95133,13.075
11544,550,1994,28.973,13.10067
11545,163,1994,28.76467,12.34367
11546,476,1994,28.77583,12.33683
11547,136,1994,28.77767,12.3355
11548,93,1994,28.63417,12.72567
11549,112,1994,28.63367,12.724
11550,292,1994,28.63967,12.71433
11551,120,1994,28.75467,12.58683
11552,612,1994,29.03183,12.381
11553,628,1994,29.16133,12.45
11554,1828,1994,29.2125,12.52183
11555,250,1994,28.76717,12.89883
11556,569,1994,28.78767,12.87017
11557,70,1994,28.85617,12.59867
11558,879,1994,28.90467,12.55567
